Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
475,14.0,1,0.136051058,5,53.564,7,2002,2,1,1,842.24005
470,12.695633368756642,1,0.128711271,12,240.488,5,1985,1,2,3,6905.0283
1148,15.1,0,0.055159959,6,217.8166,1,1987,0,2,1,4441.167
878,12.695633368756642,0,0.140206849,1,128.1994,5,1985,1,2,3,3478.4954
9,17.85,0,0.037903586,14,191.7188,7,2002,2,1,1,2068.6526
452,9.0,0,0.0,5,215.8534,9,1999,1,0,1,4373.7144
647,8.895,0,0.072338526,2,174.837,1,1987,0,2,1,2550.9038
1051,17.75,0,0.05518512,6,143.7444,7,2002,2,1,1,2099.0718
1343,18.6,0,0.118081664,11,56.3588,1,1987,0,2,1,993.19653
1527,13.65,0,0.129274071,8,55.993,0,1998,2,2,0,48.079876
725,5.15,1,0.061426289,10,122.7388,3,2009,1,2,2,1533.9183
1244,19.2,0,0.100277478,5,110.4886,7,2002,2,1,1,1733.9862
445,12.0,1,0.0,10,101.2042,0,1998,2,2,0,-236.08621
780,7.35,1,0.014423645,6,241.3512,3,2009,1,2,2,3042.3599
872,9.195,1,0.07804584,10,105.8596,6,2004,3,1,1,1697.9727
667,17.5,0,0.015648384,6,182.5266,2,2007,2,1,1,3941.8245
446,12.8,0,0.07617829,6,98.541,9,1999,1,0,1,1580.663
374,7.97,0,0.021657301,12,109.5596,2,2007,2,1,1,2583.7954
516,18.75,0,0.052810244,13,190.3504,8,1997,3,0,1,2435.6445
422,13.3,1,0.119596939,6,62.4536,0,1998,2,2,0,284.93307
237,13.1,1,0.098784586,5,195.8768,8,1997,3,0,1,3204.238
543,15.2,0,0.091686939,13,227.4352,1,1987,0,2,1,4162.1396
1498,11.8,0,0.022889828,8,176.6686,7,2002,2,1,1,1540.1936
1278,12.695633368756642,0,0.162450872,9,250.5066,4,1985,3,0,0,245.83934
1258,6.965,0,0.028592968,9,156.7604,9,1999,1,0,1,2551.7144
240,9.8,1,0.072877673,13,118.5098,8,1997,3,0,1,1342.3191
244,11.5,1,0.020552693,4,87.654,1,1987,0,2,1,1315.5782
1365,7.39,0,0.067723308,8,140.6812,1,1987,0,2,1,1576.1918
183,8.05,1,0.164648458,4,114.3518,6,2004,3,1,1,2204.822
1057,14.5,0,0.06442287,3,152.4682,2,2007,2,1,1,2146.457
1305,17.0,0,0.126500085,9,127.8362,7,2002,2,1,1,2047.9496
677,17.25,1,0.125120258,2,41.848,1,1987,0,2,1,797.3691
1169,12.5,1,0.081918557,6,89.8488,7,2002,2,1,1,1308.8856
243,18.1,0,0.178329981,4,156.5288,7,2002,2,1,1,2338.5315
1172,4.88,1,0.133493205,0,53.3298,8,1997,3,0,1,945.1921
1317,20.2,0,0.0,9,94.4462,2,2007,2,1,1,1643.2375
180,12.1,0,0.114778465,0,223.0114,1,1987,0,2,1,3925.3696
1310,6.675,0,0.021788889,9,36.7874,2,2007,2,1,1,951.6765
597,13.8,1,0.014756014,3,89.7172,9,1999,1,0,1,1509.7843
1442,12.0,0,0.104654725,8,258.7278,3,2009,1,2,2,3421.1016
255,16.0,1,0.173736289,13,156.7972,2,2007,2,1,1,3040.06
750,12.695633368756642,1,0.0,0,51.9008,5,1985,1,2,3,1322.5935
678,16.85,1,0.0,3,93.712,0,1998,2,2,0,381.07156
699,17.85,0,0.146655006,1,94.4436,9,1999,1,0,1,1500.8452
953,16.0,1,0.115496216,6,58.2246,1,1987,0,2,1,710.5955
918,12.695633368756642,0,0.018481707,3,188.5214,5,1985,1,2,3,4320.2935
1205,13.65,1,0.07872111,4,187.624,1,1987,0,2,1,3757.3694
768,15.0,1,0.13057987,10,235.4248,0,1998,2,2,0,1278.4563
992,12.15,1,0.058544215,6,161.5552,7,2002,2,1,1,2713.5532
277,13.3,0,0.079930344,4,231.03,9,1999,1,0,1,4045.2373
1324,17.1,0,0.067098169,9,112.286,1,1987,0,2,1,1310.8667
908,20.85,0,0.054312176,0,179.766,0,1998,2,2,0,275.35922
395,13.15,1,0.165359325,6,171.6764,8,1997,3,0,1,2099.0344
1135,10.5,1,0.048479695,4,47.5376,2,2007,2,1,1,787.3369
289,10.0,0,0.100213353,13,113.5544,2,2007,2,1,1,1245.2013
1098,6.155,1,0.094581098,10,211.456,1,1987,0,2,1,3151.6304
580,19.6,1,0.128760294,13,169.4816,2,2007,2,1,1,2521.406
1250,20.5,0,0.11960388,0,107.9596,7,2002,2,1,1,1121.2686
1321,13.15,0,0.092667032,9,159.1604,8,1997,3,0,1,2573.854
1445,14.8,0,0.019510678,8,196.9794,9,1999,1,0,1,3241.1528
1060,8.985,1,0.057917007,5,128.131,9,1999,1,0,1,2155.3945
469,12.695633368756642,1,0.065976009,6,249.0092,5,1985,1,2,3,7014.269
826,12.695633368756642,1,0.279650277,6,147.3102,4,1985,3,0,0,539.866
1017,17.35,1,0.027610867,3,86.0856,8,1997,3,0,1,1590.5411
227,17.75,0,0.030607757,4,256.6672,2,2007,2,1,1,2444.631
1240,12.695633368756642,0,0.075591785,0,111.6544,5,1985,1,2,3,2666.0964
1411,9.6,0,0.029689961,9,45.7086,9,1999,1,0,1,876.2185
1242,12.8,1,0.079010526,4,184.5608,1,1987,0,2,1,3949.7698
664,12.695633368756642,0,0.069268825,10,116.9808,4,1985,3,0,0,228.14742
811,6.195,1,0.109283423,0,121.9098,1,1987,0,2,1,2427.9504
851,8.71,0,0.140015944,3,46.3376,2,2007,2,1,1,873.3564
94,12.695633368756642,0,0.046358964,7,62.3878,5,1985,1,2,3,1951.3085
85,14.15,0,0.184545287,14,82.1276,2,2007,2,1,1,1465.8846
223,8.8,0,0.071833423,13,210.0612,2,2007,2,1,1,2915.2124
751,15.6,0,0.239530025,2,126.4994,0,1998,2,2,0,422.2283
833,20.7,0,0.042903378,4,176.2028,9,1999,1,0,1,1534.8002
1177,12.695633368756642,0,0.076272929,6,145.7418,4,1985,3,0,0,495.93463
241,20.5,0,0.1420804,15,89.5172,7,2002,2,1,1,1250.3225
139,15.75,0,0.0,7,250.4382,6,2004,3,1,1,5339.035
1532,8.43,0,0.1784187,9,171.1422,3,2009,1,2,2,2466.7236
834,15.1,1,0.096100432,10,132.4942,8,1997,3,0,1,2143.0417
782,12.695633368756642,0,0.034007573,13,122.8756,4,1985,3,0,0,456.30396
1442,12.0,0,0.104210426,8,262.0278,6,2004,3,1,1,5227.035
503,17.2,1,0.0,3,147.0418,8,1997,3,0,1,3550.422
327,12.8,0,0.023038155,6,114.1492,3,2009,1,2,2,1177.1987
635,6.42,0,0.053470662,4,178.2002,8,1997,3,0,1,3046.1956
1203,8.975,1,0.009110086,3,101.799,2,2007,2,1,1,1561.583
1264,6.525,0,0.090663534,9,86.1882,3,2009,1,2,2,1538.0773
960,18.7,1,0.091577922,10,181.7292,8,1997,3,0,1,2668.3994
744,8.155,0,0.119636353,10,187.853,9,1999,1,0,1,4050.9832
36,5.655,0,0.175435278,14,145.4102,7,2002,2,1,1,2676.2688
613,12.65,0,0.123222078,10,107.6938,9,1999,1,0,1,1624.8218
1007,19.2,1,0.084950573,3,155.7314,8,1997,3,0,1,3058.5396
873,15.15,1,0.066176944,5,146.076,8,1997,3,0,1,2679.767
714,13.15,1,0.0379456,13,89.1856,6,2004,3,1,1,1358.9106
1515,17.6,0,0.015684078,9,180.8976,6,2004,3,1,1,3502.971
733,8.1,1,0.134323555,3,38.948,8,1997,3,0,1,718.2007
1457,17.25,0,0.113980892,9,252.4724,3,2009,1,2,2,4870.1694
144,15.0,1,0.054333001,3,57.5904,1,1987,0,2,1,716.16223
929,18.85,1,0.068337879,4,118.044,2,2007,2,1,1,1666.879
303,12.695633368756642,1,0.078020807,6,258.3646,5,1985,1,2,3,5260.988
206,14.0,1,0.031241476,3,53.864,1,1987,0,2,1,841.7619
756,12.695633368756642,1,0.053620148,13,250.4724,4,1985,3,0,0,464.61298
1437,14.65,0,0.011190025,11,56.5614,8,1997,3,0,1,873.6796
926,7.72,1,0.075154189,1,77.7986,2,2007,2,1,1,1353.2637
719,6.785,1,0.042067625,10,41.4112,7,2002,2,1,1,474.32388
176,19.7,0,0.053222716,6,57.293,8,1997,3,0,1,841.93207
1346,19.2,0,0.183397827,11,239.9196,3,2009,1,2,2,3409.6821
1134,16.2,0,0.063157164,3,99.47,7,2002,2,1,1,1338.7103
1283,16.0,0,0.0,9,229.3668,9,1999,1,0,1,2771.3115
672,12.695633368756642,0,0.086038118,5,154.0998,5,1985,1,2,3,3096.4392
595,7.235,0,0.100527952,13,194.9452,2,2007,2,1,1,2517.3801
45,5.73,0,0.051791671,14,188.4898,6,2004,3,1,1,2204.729
1062,12.1,0,0.148353512,6,105.128,6,2004,3,1,1,1638.1052
1136,14.3,1,0.049878516,10,212.9586,3,2009,1,2,2,3613.0657
216,19.5,1,0.0,3,161.392,9,1999,1,0,1,2208.6086
1190,18.6,0,0.048085022,13,186.0898,3,2009,1,2,2,3485.185
1261,17.6,0,0.082460079,8,158.492,9,1999,1,0,1,3710.9812
168,11.5,0,0.014857747,15,172.808,6,2004,3,1,1,4362.856
169,14.85,1,0.053946745,0,120.5072,7,2002,2,1,1,2253.644
770,15.1,1,0.087390335,6,219.1456,6,2004,3,1,1,3212.6135
982,8.785,0,0.026020287,6,122.1414,7,2002,2,1,1,1453.204
978,16.7,1,0.04258349,4,121.1782,1,1987,0,2,1,1837.6218
968,8.355,0,0.313934693,3,146.5418,0,1998,2,2,0,819.3003
689,13.5,1,0.125250986,13,263.691,6,2004,3,1,1,5485.1504
1059,12.695633368756642,1,0.042968607,10,102.8306,4,1985,3,0,0,584.4903
216,19.5,1,0.027323943,3,160.592,1,1987,0,2,1,1813.2761
591,18.0,0,0.122509775,3,154.8972,0,1998,2,2,0,506.2352
1403,12.15,0,0.006773451,11,123.673,7,2002,2,1,1,1701.7434
430,7.51,0,0.017464427,6,231.201,7,2002,2,1,1,3055.6265
1276,12.695633368756642,0,0.034790615,9,157.5972,4,1985,3,0,0,457.87433
434,17.1,1,0.046799702,3,139.5838,6,2004,3,1,1,2340.8513
599,17.7,0,0.0,5,98.441,2,2007,2,1,1,1922.6725
287,14.15,0,0.020710606,6,122.9046,6,2004,3,1,1,2302.9038
1502,8.27,0,0.018810044,8,240.488,6,2004,3,1,1,6368.2065
285,20.5,0,0.036426823,5,73.4696,7,2002,2,1,1,844.6422
741,20.6,0,0.082988383,0,120.0756,6,2004,3,1,1,1675.038
786,8.63,1,0.028334038,3,172.9422,7,2002,2,1,1,2709.9382
634,5.885,1,0.092753767,3,52.9982,6,2004,3,1,1,792.56537
1477,14.6,0,0.099432046,9,179.5976,0,1998,2,2,0,1060.023
632,19.0,0,0.067552435,13,132.5626,9,1999,1,0,1,1917.3209
71,17.6,0,0.06965725,14,166.4526,0,1998,2,2,0,458.51233
1292,8.18,0,0.013119104,9,143.4154,1,1987,0,2,1,2220.2534
398,6.635,1,0.006320842,0,118.9098,1,1987,0,2,1,2028.9965
232,18.25,0,0.025573744,13,198.4084,0,1998,2,2,0,-297.25034
867,19.2,0,0.0,13,179.1318,3,2009,1,2,2,2065.7012
659,18.6,0,0.0,13,161.5236,0,1998,2,2,0,1078.9038
612,12.5,1,0.073884594,3,88.4198,7,2002,2,1,1,1211.6868
713,12.6,0,0.087589175,6,112.3228,9,1999,1,0,1,2028.7391
1395,11.0,0,0.055249787,8,102.3358,2,2007,2,1,1,1604.5647
435,10.5,0,0.052769434,5,91.883,3,2009,1,2,2,1088.5195
601,18.25,0,0.012275118,6,160.3894,8,1997,3,0,1,2841.686
1191,8.6,1,0.054792647,1,128.231,2,2007,2,1,1,1654.9043
83,13.8,0,0.097062093,4,54.993,8,1997,3,0,1,1309.4636
1523,9.195,0,0.048255647,9,104.3622,3,2009,1,2,2,2119.317
354,12.15,0,0.062287818,15,36.2532,8,1997,3,0,1,597.75964
715,9.6,1,0.014241321,13,188.6872,7,2002,2,1,1,2534.268
29,6.28,0,0.027705102,14,88.0198,8,1997,3,0,1,1433.125
1067,8.3,1,0.038179738,4,88.7198,1,1987,0,2,1,1161.4391
376,15.0,0,0.153989327,15,107.7938,8,1997,3,0,1,1277.8518
718,12.695633368756642,0,0.136863372,3,90.3804,4,1985,3,0,0,366.56998
46,7.27,0,0.071479984,14,114.9518,2,2007,2,1,1,1976.2876
957,12.0,0,0.075665767,0,125.8388,9,1999,1,0,1,2361.0977
752,10.1,0,0.032167198,3,48.7008,7,2002,2,1,1,420.47458
165,12.695633368756642,0,0.10947895,6,172.608,5,1985,1,2,3,5024.4824
1196,6.365,0,0.012299525,5,62.5536,0,1998,2,2,0,-52.63403
277,12.695633368756642,0,0.079419801,4,231.93,5,1985,1,2,3,6576.756
680,9.395,1,0.132105843,5,85.3198,3,2009,1,2,2,1202.6813
972,19.35,1,0.035915541,6,119.6098,0,1998,2,2,0,193.17323
289,10.0,0,0.099630851,13,110.0544,6,2004,3,1,1,2000.4713
1270,12.695633368756642,0,0.281300211,9,58.4562,4,1985,3,0,0,143.4178
664,20.85,0,0.03964273,10,118.9808,7,2002,2,1,1,706.46814
285,20.5,0,0.036322846,5,76.5696,1,1987,0,2,1,1070.5417
1095,18.0,0,0.008540823,0,78.9618,8,1997,3,0,1,993.0344
130,8.01,0,0.070390053,7,35.0532,7,2002,2,1,1,699.0815
1124,16.7,0,0.102214447,3,180.7292,9,1999,1,0,1,3224.5215
24,9.895,0,0.168091997,14,236.4564,9,1999,1,0,1,3636.629
327,12.695633368756642,0,0.040173186,6,114.2492,4,1985,3,0,0,796.6245
673,13.15,0,0.022791301,6,158.692,6,2004,3,1,1,2659.8562
8,5.92,1,0.019229854,14,47.5692,9,1999,1,0,1,246.04498
1357,14.85,0,0.060978568,9,252.3698,8,1997,3,0,1,3697.8064
989,18.85,0,0.036007962,10,58.7562,1,1987,0,2,1,922.3849
224,8.3,1,0.03012626,0,98.7384,1,1987,0,2,1,1665.3945
869,9.1,0,0.174471667,0,125.8362,7,2002,2,1,1,2154.7139
856,5.675,1,0.023592684,13,156.8288,3,2009,1,2,2,2449.0527
1121,12.695633368756642,1,0.022863556,13,208.9928,5,1985,1,2,3,5946.776
275,5.425,1,0.114377142,0,90.3514,1,1987,0,2,1,1682.5345
1297,21.1,0,0.010618776,9,232.5958,9,1999,1,0,1,1483.1722
1359,7.475,0,0.013140426,9,216.2192,9,1999,1,0,1,3416.4568
26,10.1,0,0.168100696,14,242.8512,2,2007,2,1,1,2824.526
352,9.6,0,0.036432936,6,141.2154,3,2009,1,2,2,1779.5194
111,12.695633368756642,0,0.0,7,234.1616,4,1985,3,0,0,242.66277
195,12.695633368756642,0,0.066882664,13,235.559,5,1985,1,2,3,4516.0635
786,8.63,1,0.028276692,3,173.6422,8,1997,3,0,1,3089.7656
1174,20.6,1,0.030683106,4,210.3244,2,2007,2,1,1,3934.7185
406,9.285,1,0.04935691,5,243.6144,9,1999,1,0,1,4487.849
620,13.8,0,0.01328459,3,108.4254,9,1999,1,0,1,1529.107
1323,5.51,0,0.034527402,8,98.7726,9,1999,1,0,1,1013.74805
307,10.395,0,0.030205578,0,114.9176,9,1999,1,0,1,2141.1577
245,12.15,0,0.015492081,5,210.3928,7,2002,2,1,1,1831.2787
73,12.695633368756642,0,0.0,14,82.3592,5,1985,1,2,3,2490.6926
673,13.15,0,0.022888471,6,160.292,3,2009,1,2,2,1793.1967
252,8.39,1,0.02425475,5,114.0176,7,2002,2,1,1,1541.1742
101,12.695633368756642,0,0.106915719,14,93.4436,4,1985,3,0,0,178.57367
307,10.395,0,0.030329279,0,114.2176,2,2007,2,1,1,1953.5947
232,18.25,0,0.0,13,198.9084,1,1987,0,2,1,3253.399
1189,17.5,0,0.043756539,13,252.9356,0,1998,2,2,0,385.16605
1153,14.35,0,0.080578893,0,77.996,6,2004,3,1,1,1124.66
914,15.15,1,0.020526251,13,131.5284,0,1998,2,2,0,295.17554
5,8.785,0,0.020661048,14,153.5656,3,2009,1,2,2,1611.4877
582,13.85,1,0.056307919,2,231.83,6,2004,3,1,1,5101.008
657,12.6,1,0.062688433,5,102.599,6,2004,3,1,1,1652.6274
573,10.195,0,0.080226072,13,121.244,1,1987,0,2,1,1774.1455
698,12.695633368756642,1,0.017772986,13,80.296,5,1985,1,2,3,2490.1057
272,20.1,1,0.091380052,6,194.482,0,1998,2,2,0,923.33057
1212,12.695633368756642,1,0.152751673,3,49.535,5,1985,1,2,3,1053.8248
1078,5.86,1,0.150727772,10,154.9314,1,1987,0,2,1,2180.9692
1112,6.385,1,0.0,13,36.3874,9,1999,1,0,1,945.28595
1159,9.395,1,0.171772109,6,140.4838,3,2009,1,2,2,1748.6455
181,19.7,0,0.065288988,3,86.1198,2,2007,2,1,1,1164.7522
253,18.35,0,0.099512729,6,94.4462,3,2009,1,2,2,1087.9028
687,16.6,0,0.026532188,5,53.5614,6,2004,3,1,1,871.42957
1542,14.65,0,0.083290021,9,160.4552,1,1987,0,2,1,3796.4307
1186,15.5,1,0.0,5,47.7692,7,2002,2,1,1,855.0302
1085,11.15,0,0.057048102,0,107.4622,7,2002,2,1,1,1418.0336
322,17.7,1,0.135860131,15,183.4924,2,2007,2,1,1,3144.082
33,13.5,0,0.094410673,14,189.0872,7,2002,2,1,1,2851.7068
1355,9.8,0,0.09097735,11,193.1478,2,2007,2,1,1,2641.2014
922,7.59,1,0.145013434,6,174.908,6,2004,3,1,1,2757.641
351,17.25,1,0.159518279,6,61.5194,7,2002,2,1,1,1072.8447
1247,10.0,1,0.063209707,13,126.6994,0,1998,2,2,0,220.27621
213,12.3,1,0.064606757,15,93.0804,6,2004,3,1,1,1475.8323
359,6.215,0,0.020334777,6,35.3848,0,1998,2,2,0,-237.71956
707,17.7,0,0.029938936,13,168.7816,8,1997,3,0,1,2934.248
185,17.2,1,0.056989027,6,225.3088,8,1997,3,0,1,3673.0005
1379,13.0,0,0.082826206,9,60.8194,6,2004,3,1,1,1417.7085
514,12.695633368756642,1,0.175393386,6,122.9388,4,1985,3,0,0,427.09918
140,12.695633368756642,0,0.074046871,7,125.8388,4,1985,3,0,0,586.00006
392,7.855,0,0.011251793,3,190.3188,1,1987,0,2,1,2458.284
1488,7.685,0,0.025581232,8,144.676,3,2009,1,2,2,2336.0752
592,12.695633368756642,0,0.010579468,10,63.4826,5,1985,1,2,3,2067.021
1260,16.5,0,0.036634668,9,179.0318,6,2004,3,1,1,3015.8193
520,10.695,0,0.057781415,6,62.5536,6,2004,3,1,1,1007.7506
203,12.695633368756642,0,0.260040407,6,241.9854,4,1985,3,0,0,512.3385
848,16.85,0,0.139391292,13,145.976,6,2004,3,1,1,3017.4446
1226,7.785,1,0.03813275,6,105.4964,8,1997,3,0,1,1179.2131
43,16.1,0,0.023710661,14,189.4846,2,2007,2,1,1,4012.178
1493,8.88,0,0.099180226,9,209.827,2,2007,2,1,1,3623.006
1334,20.0,0,0.081787178,11,34.819,2,2007,2,1,1,521.67957
2,8.27,1,0.127903741,14,183.9924,6,2004,3,1,1,2667.8076
1280,10.695,0,0.0,9,37.4848,7,2002,2,1,1,526.26227
343,14.65,0,0.172086213,6,49.4692,3,2009,1,2,2,948.4314
1398,10.85,0,0.028796724,9,115.4808,3,2009,1,2,2,1856.2896
241,20.5,0,0.142013291,15,88.2172,9,1999,1,0,1,1227.6797
1026,5.635,0,0.0,0,149.405,6,2004,3,1,1,2046.7539
844,12.695633368756642,1,0.014067174,5,80.0618,4,1985,3,0,0,480.19574
1440,10.3,0,0.117114354,8,157.763,9,1999,1,0,1,3549.9905
264,17.7,0,0.116778835,13,185.0266,7,2002,2,1,1,3196.8413
1379,13.0,0,0.08284187,9,63.0194,8,1997,3,0,1,1348.9274
547,9.065,0,0.115329787,5,97.1094,8,1997,3,0,1,1436.8889
483,14.3,0,0.026470587,5,80.8302,2,2007,2,1,1,1236.0801
868,7.05,1,0.055784831,1,224.5088,3,2009,1,2,2,3014.9683
18,15.0,0,0.049079463,14,65.2168,8,1997,3,0,1,1152.2555
596,15.1,0,0.0760611,0,88.783,6,2004,3,1,1,1399.5327
482,8.71,1,0.045948045,4,47.2744,1,1987,0,2,1,641.3865
533,12.695633368756642,0,0.124763406,5,119.0098,4,1985,3,0,0,156.8537
894,12.65,1,0.0,6,240.7538,7,2002,2,1,1,3439.1172
332,9.5,1,0.132546993,5,230.3668,8,1997,3,0,1,3193.132
792,13.35,0,0.091578701,13,151.5708,3,2009,1,2,2,3416.399
215,20.25,1,0.023070588,0,238.6538,2,2007,2,1,1,2872.0322
790,5.785,1,0.053956419,6,86.0856,7,2002,2,1,1,1269.9941
1439,11.395,0,0.021606087,8,150.0708,8,1997,3,0,1,3194.0647
321,6.67,1,0.089873267,13,130.4626,1,1987,0,2,1,1993.6093
377,11.8,1,0.026507096,3,39.8138,2,2007,2,1,1,480.1462
347,12.695633368756642,1,0.028373995,3,187.0556,4,1985,3,0,0,519.92456
58,16.2,0,0.032435523,14,154.9972,0,1998,2,2,0,-78.299446
1320,12.3,0,0.076673407,9,248.346,9,1999,1,0,1,2623.7446
1165,10.3,0,0.070182238,4,264.6226,7,2002,2,1,1,4986.999
702,6.175,1,0.180090411,10,95.2752,2,2007,2,1,1,1562.0221
780,7.35,1,0.014387462,6,241.4512,9,1999,1,0,1,3949.023
1222,12.695633368756642,1,0.252155886,4,237.6222,4,1985,3,0,0,724.7842
679,17.85,1,0.020929396,10,260.5936,1,1987,0,2,1,3908.2314
548,12.6,1,0.0,6,121.9072,6,2004,3,1,1,1914.4506
301,20.25,1,0.014853619,4,192.8162,3,2009,1,2,2,2388.3977
81,19.6,0,0.034039542,14,57.0614,3,2009,1,2,2,540.03735
461,9.8,1,0.064178182,6,115.7492,2,2007,2,1,1,1862.5891
488,12.695633368756642,1,0.062041531,0,196.8426,5,1985,1,2,3,4675.9365
65,5.98,0,0.075865756,7,56.6614,3,2009,1,2,2,1125.9994
1497,6.775,0,0.105841179,9,83.325,2,2007,2,1,1,1277.15
76,7.97,0,0.034506514,14,172.6422,9,1999,1,0,1,3100.716
34,8.43,0,0.017352667,14,198.7768,9,1999,1,0,1,2585.561
901,13.35,0,0.032174409,10,60.4194,6,2004,3,1,1,1143.6256
634,5.885,1,0.093296061,3,50.5982,2,2007,2,1,1,677.3986
233,12.695633368756642,0,0.02838397,0,193.3136,5,1985,1,2,3,5138.0986
1200,11.65,0,0.039911033,13,228.9694,6,2004,3,1,1,5210.247
1171,16.5,1,0.160044589,13,143.4128,7,2002,2,1,1,2425.6953
361,12.695633368756642,1,0.0,15,238.3538,5,1985,1,2,3,5363.244
1243,11.3,1,0.054542505,10,97.2094,6,2004,3,1,1,1632.7577
799,9.5,1,0.010978804,13,182.1608,2,2007,2,1,1,3644.1313
365,5.19,0,0.042612828,5,196.411,6,2004,3,1,1,3298.5627
1306,12.695633368756642,0,0.051596351,9,152.1024,5,1985,1,2,3,3838.3843
171,7.81,1,0.055180797,3,125.2046,1,1987,0,2,1,2348.977
719,6.785,1,0.0,10,43.4112,8,1997,3,0,1,771.0377
375,9.3,1,0.014007727,13,198.1084,1,1987,0,2,1,2714.6216
313,18.1,0,0.022490839,6,96.0094,3,2009,1,2,2,1204.6188
709,8.06,0,0.021376678,2,229.3326,8,1997,3,0,1,5246.8467
851,8.71,0,0.139444875,3,49.8376,9,1999,1,0,1,861.1206
891,6.895,0,0.022495495,10,142.0812,9,1999,1,0,1,2172.8347
495,12.695633368756642,1,0.05544858,0,52.3666,5,1985,1,2,3,1303.6666
123,9.695,0,0.070554078,7,178.9344,9,1999,1,0,1,4268.7256
1053,15.25,1,0.065884096,13,181.566,6,2004,3,1,1,4324.6753
1245,6.055,0,0.025387558,6,161.592,1,1987,0,2,1,2204.3496
483,14.3,0,0.026316724,5,78.1302,6,2004,3,1,1,1329.6866
876,19.85,1,0.020918489,13,63.3194,7,2002,2,1,1,1026.7777
935,9.3,0,0.0,13,106.3964,1,1987,0,2,1,1594.1564
81,19.6,0,0.033895032,14,54.7614,6,2004,3,1,1,664.653
946,5.26,1,0.041022765,1,95.2068,0,1998,2,2,0,458.6845
72,20.7,0,0.092878183,4,75.167,7,2002,2,1,1,1836.4548
1289,21.1,0,0.029067775,9,144.7786,7,2002,2,1,1,1510.5757
971,12.695633368756642,1,0.057992904,5,84.8908,5,1985,1,2,3,2505.1836
1508,14.0,0,0.028921492,8,129.631,7,2002,2,1,1,1952.2875
1027,12.695633368756642,0,0.04543117,3,221.1456,5,1985,1,2,3,6169.903
643,16.7,0,0.070178316,6,109.6912,6,2004,3,1,1,1745.5648
1206,12.695633368756642,0,0.037771295,5,64.951,5,1985,1,2,3,1445.641
425,12.695633368756642,0,0.075698157,15,37.2164,4,1985,3,0,0,218.12584
499,7.325,0,0.093574769,6,90.3146,7,2002,2,1,1,1331.6062
886,6.67,1,0.123405255,13,88.4514,6,2004,3,1,1,1644.1056
249,18.0,0,0.017934042,15,175.7686,9,1999,1,0,1,3127.5908
916,5.94,1,0.029418033,1,185.8556,9,1999,1,0,1,3177.1462
401,6.865,1,0.035912897,5,244.8486,7,2002,2,1,1,4180.206
1236,8.185,0,0.038807601,6,117.7808,7,2002,2,1,1,1457.094
532,7.145,0,0.017772062,5,160.9578,1,1987,0,2,1,2176.819
80,18.85,0,0.137196951,7,159.4578,8,1997,3,0,1,2663.2732
30,13.35,0,0.029769107,4,77.6012,0,1998,2,2,0,454.05753
1302,9.0,0,0.031995886,9,101.6016,1,1987,0,2,1,1538.2091
1455,7.565,0,0.054725828,8,56.293,9,1999,1,0,1,887.60767
343,12.695633368756642,0,0.300078353,6,48.1692,4,1985,3,0,0,178.29347
926,7.72,1,0.074717347,1,79.6986,6,2004,3,1,1,1579.7102
1311,16.35,0,0.029611916,9,259.0646,2,2007,2,1,1,2367.8757
1490,18.85,0,0.087129095,8,191.7846,0,1998,2,2,0,712.6228
455,6.935,1,0.041515796,13,102.8332,2,2007,2,1,1,1782.6061
1031,9.8,0,0.106628515,6,177.737,1,1987,0,2,1,3088.332
1480,12.695633368756642,0,0.0,8,153.7024,5,1985,1,2,3,4201.1694
328,12.695633368756642,0,0.029429602,13,160.392,5,1985,1,2,3,4263.4395
250,10.195,0,0.126639402,3,109.5886,7,2002,2,1,1,1526.9319
47,15.75,0,0.166776273,4,36.5506,2,2007,2,1,1,800.8261
1531,12.695633368756642,0,0.102393277,8,113.1544,4,1985,3,0,0,340.08484
1170,15.1,0,0.174462585,13,197.711,2,2007,2,1,1,3196.1711
592,6.17,0,0.010622102,10,64.5826,1,1987,0,2,1,1158.5388
1228,6.695,0,0.07599649,15,194.182,9,1999,1,0,1,3839.8132
1308,8.51,0,0.0869468,9,144.347,0,1998,2,2,0,319.0463
247,14.6,1,0.042950697,6,108.4254,6,2004,3,1,1,1681.1072
591,18.0,0,0.073131911,3,156.0972,1,1987,0,2,1,2255.118
928,7.5,0,0.08494673,3,120.5072,0,1998,2,2,0,224.4281
1456,20.6,0,0.0,9,74.9696,8,1997,3,0,1,765.70844
114,12.695633368756642,0,0.026795874,7,105.8938,4,1985,3,0,0,102.75078
1451,10.1,0,0.054715771,8,197.8084,9,1999,1,0,1,2316.3838
1294,8.97,0,0.093393523,9,54.0956,3,2009,1,2,2,680.7618
1158,11.8,0,0.0,6,44.1402,6,2004,3,1,1,701.26215
195,10.0,0,0.0,13,235.559,2,2007,2,1,1,4469.305
763,17.5,0,0.052400475,13,105.099,1,1987,0,2,1,1706.1451
996,12.695633368756642,0,0.096925504,0,131.3284,4,1985,3,0,0,699.02844
457,13.5,0,0.060468922,0,85.254,6,2004,3,1,1,1243.131
706,14.75,0,0.089305571,13,115.5518,6,2004,3,1,1,2071.0725
